x_values,y_values
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.2013244628906,560.0
331.20428466796875,560.0000610351562
331.2088623046875,560.0001220703125
331.215087890625,560.0001831054688
331.222900390625,560.0003051757812
331.23236083984375,560.0004272460938
331.243408203125,560.00048828125
331.25604248046875,560.0005493164062
331.2702941894531,560.0006103515625
331.2861328125,560.0006713867188
331.3035583496094,560.000732421875
331.32257080078125,560.0007934570312
331.3431701660156,560.0008544921875
331.3653564453125,560.0009155273438
331.3891296386719,560.0009155273438
331.41448974609375,560.0009155273438
331.4414367675781,560.0009155273438
331.469970703125,560.0009155273438
331.5000915527344,560.0009155273438
331.53179931640625,560.0009155273438
331.5650634765625,560.0009155273438
331.59991455078125,560.0009155273438
331.6363525390625,560.0009155273438
331.67431640625,560.0009155273438
331.7138671875,560.0009155273438
331.7550048828125,560.0009155273438
331.7976989746094,560.0008544921875
331.8419494628906,560.0007934570312
331.88775634765625,560.000732421875
331.9351501464844,560.0006713867188
331.98406982421875,560.0006103515625
332.0345764160156,560.0005493164062
332.086669921875,560.00048828125
332.1402893066406,560.0004272460938
332.19549560546875,560.0003662109375
332.25225830078125,560.0009765625
332.31048583984375,560.0023193359375
332.37017822265625,560.0044555664062
332.4312438964844,560.0073852539062
332.49359130859375,560.0111083984375
332.5572204589844,560.0149536132812
332.6221923828125,560.018798828125
332.6885070800781,560.0226440429688
332.7561340332031,560.026611328125
332.8251037597656,560.0307006835938
332.8954162597656,560.034912109375
332.9670715332031,560.039306640625
333.0400695800781,560.0439453125
333.1144104003906,560.0488891601562
333.1900939941406,560.05419921875
333.2671203613281,560.0598754882812
333.3454895019531,560.0659790039062
333.42523193359375,560.0725708007812
333.5063171386719,560.0796508789062
333.5887451171875,560.0873413085938
333.6724853515625,560.0956420898438
333.757568359375,560.1046142578125
333.8439636230469,560.1142578125
333.9316711425781,560.1246337890625
334.02069091796875,560.1358032226562
334.1109924316406,560.1478271484375
334.20257568359375,560.1607055664062
334.2954406738281,560.174560546875
334.38958740234375,560.1893920898438
334.4848937988281,560.205322265625
334.5813903808594,560.2223510742188
334.6790466308594,560.2405395507812
334.7778625488281,560.2598266601562
334.87774658203125,560.2803344726562
334.9787902832031,560.3020629882812
335.08087158203125,560.3250732421875
335.18402099609375,560.349365234375
335.2881774902344,560.3750610351562
335.3933410644531,560.4021606445312
335.4994812011719,560.4307250976562
335.6065979003906,560.460693359375
335.71466064453125,560.4921875
335.82366943359375,560.5252075195312
335.93359375,560.5598754882812
336.04443359375,560.5961303710938
336.1561584472656,560.6340942382812
336.268798828125,560.6737670898438
336.38232421875,560.7149658203125
336.4971618652344,560.7565307617188
336.6130676269531,560.7991333007812
336.7298889160156,560.8431396484375
336.8476257324219,560.8887329101562
336.9664001464844,560.9357299804688
337.0862731933594,560.9840698242188
337.2074890136719,561.0335693359375
337.3301696777344,561.0845336914062
337.4540710449219,561.136962890625
337.5794982910156,561.1912841796875
337.7061462402344,561.2474975585938
337.83392333984375,561.3056640625
337.9627990722656,561.3658447265625
338.0927429199219,561.4279174804688
338.2237548828125,561.4920043945312
338.3558654785156,561.5579223632812
338.4891052246094,561.625732421875
338.6234130859375,561.6953735351562
338.7588195800781,561.7667846679688
338.89605712890625,561.8402709960938
339.0351257324219,561.9175415039062
339.1741638183594,561.9945068359375
339.3141784667969,562.0728149414062
339.4553527832031,562.1526489257812
339.5976257324219,562.2342529296875
339.7382507324219,562.3179931640625
339.8797607421875,562.4069213867188
340.022705078125,562.4979858398438
340.16705322265625,562.5911254882812
340.31280517578125,562.686279296875
340.4599609375,562.7833862304688
340.6084899902344,562.8824462890625
340.7579650878906,562.9825439453125
340.9086608886719,563.0840454101562
341.06048583984375,563.187744140625
341.213623046875,563.2935180664062
341.37042236328125,563.4043579101562
341.5269775390625,563.514892578125
341.6846008300781,563.6260986328125
341.84478759765625,563.737060546875
342.0057678222656,563.8500366210938
342.16778564453125,563.9656982421875
342.3309631347656,564.083740234375
342.4952087402344,564.2041625976562
342.65966796875,564.3267211914062
342.8250427246094,564.4488525390625
342.99163818359375,564.57080078125
343.1587219238281,564.6922607421875
343.3267822265625,564.8135375976562
343.49615478515625,564.9345703125
343.66680908203125,565.0555419921875
343.8387451171875,565.176513671875
344.01190185546875,565.297607421875
344.186279296875,565.4187622070312
344.36181640625,565.5401000976562
344.5386047363281,565.6616821289062
344.7165832519531,565.7836303710938
344.8959045410156,565.9058837890625
345.07666015625,566.0284423828125
345.2589416503906,566.1514282226562
345.4427185058594,566.2747802734375
345.62835693359375,566.3984375
345.8156433105469,566.5225830078125
346.0045166015625,566.6476440429688
346.1950378417969,566.7738647460938
346.38702392578125,566.90185546875
346.5804748535156,567.0321044921875
346.7753601074219,567.1642456054688
346.97161865234375,567.2981567382812
347.16888427734375,567.433837890625
347.3671875,567.5712280273438
347.5665283203125,567.7103881835938
347.7668762207031,567.851318359375
347.9678649902344,567.9940185546875
348.1694030761719,568.1386108398438
348.3717041015625,568.2846069335938
348.5750732421875,568.4317016601562
348.7795104980469,568.5798950195312
348.985107421875,568.7290649414062
349.1918640136719,568.8790893554688
349.39990234375,569.0296020507812
349.6092529296875,569.1809692382812
349.8199462890625,569.332763671875
350.03192138671875,569.4847412109375
350.2455749511719,569.6368408203125
350.46087646484375,569.7891845703125
350.67779541015625,569.9417724609375
