x_values,y_values
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.20001220703125,560.0
331.2000427246094,560.0000610351562
331.2000732421875,560.0001220703125
331.20013427734375,560.0001831054688
331.2001953125,560.000244140625
331.20025634765625,560.0003051757812
331.2003173828125,560.0003662109375
331.20037841796875,560.0004272460938
331.2004089355469,560.00048828125
331.200439453125,560.0005493164062
331.2004699707031,560.0006103515625
331.20050048828125,560.0006713867188
331.2005310058594,560.000732421875
331.2005615234375,560.0007934570312
331.2006530761719,560.0009155273438
331.2006530761719,560.0009155273438
331.20068359375,560.0010375976562
331.2007141113281,560.0010375976562
331.20074462890625,560.0010986328125
331.20074462890625,560.0010986328125
331.20074462890625,560.0011596679688
331.20074462890625,560.0010986328125
331.20074462890625,560.0011596679688
331.20074462890625,560.0010986328125
331.20074462890625,560.0011596679688
331.20074462890625,560.0010986328125
331.20074462890625,560.0011596679688
331.20074462890625,560.0010986328125
331.20074462890625,560.0011596679688
331.2020263671875,560.0011596679688
331.2049560546875,560.0011596679688
331.2095031738281,560.0011596679688
331.2156677246094,560.0011596679688
331.22344970703125,560.0011596679688
331.23284912109375,560.0011596679688
331.2438659667969,560.0011596679688
331.2565002441406,560.0011596679688
331.2707214355469,560.0011596679688
331.28656005859375,560.0010986328125
331.3039855957031,560.0010375976562
331.322998046875,560.0009765625
331.3435974121094,560.0009155273438
331.36578369140625,560.0008544921875
331.3895568847656,560.0007934570312
331.4149169921875,560.000732421875
331.44183349609375,560.0006713867188
331.4703063964844,560.0006103515625
331.5003356933594,560.0005493164062
331.5319519042969,560.00048828125
331.5650939941406,560.0004272460938
331.59979248046875,560.0003662109375
331.6360168457031,560.0003051757812
331.673828125,560.000244140625
331.71319580078125,560.0001831054688
331.75408935546875,560.0001220703125
331.79656982421875,560.0000610351562
331.840576171875,560.0
331.8861389160156,559.9999389648438
331.9332580566406,559.9998779296875
331.98193359375,559.9998168945312
332.03216552734375,559.999755859375
332.0839538574219,559.9996948242188
332.1372985839844,559.9996337890625
332.1922302246094,559.9995727539062
332.2487487792969,559.9995727539062
332.30682373046875,559.9995727539062
332.3664855957031,559.9995727539062
332.427734375,559.9995727539062
332.49053955078125,559.9995727539062
332.554931640625,559.9995727539062
332.6208801269531,559.9989013671875
332.6883850097656,559.9974365234375
332.7573547363281,559.9951782226562
332.8277282714844,559.9921264648438
332.8994445800781,559.9882202148438
332.9725036621094,559.9842529296875
333.0469055175781,559.980224609375
333.1226806640625,559.9761352539062
333.1998291015625,559.971923828125
333.2783203125,559.9676513671875
333.35821533203125,559.963134765625
333.439453125,559.9583740234375
333.5220642089844,559.9533081054688
333.6060485839844,559.9478149414062
333.6913757324219,559.94189453125
333.7780456542969,559.935546875
333.8660888671875,559.9285888671875
333.9554748535156,559.9210815429688
334.0461730957031,559.9129028320312
334.1382141113281,559.904052734375
334.23175048828125,559.8952026367188
334.32684326171875,559.8863525390625
334.4234924316406,559.87744140625
334.5216979980469,559.868408203125
334.6214599609375,559.8592529296875
334.72265625,559.8492431640625
334.82525634765625,559.8382568359375
334.92926025390625,559.8262939453125
335.0345458984375,559.8126220703125
335.1409912109375,559.7971801757812
335.2486267089844,559.7799682617188
335.35736083984375,559.7610473632812
335.46710205078125,559.740478515625
335.5780029296875,559.718994140625
335.6900634765625,559.6965942382812
335.8033142089844,559.6734008789062
335.9177551269531,559.6492919921875
336.0335998535156,559.6248168945312
336.1509094238281,559.60009765625
336.269775390625,559.5750122070312
336.3901672363281,559.549560546875
336.5121154785156,559.5236206054688
336.6354675292969,559.4964599609375
336.7601623535156,559.4679565429688
336.8862609863281,559.4381103515625
337.0138244628906,559.4069213867188
337.1428527832031,559.3743896484375
337.27337646484375,559.3406372070312
337.4051818847656,559.304931640625
337.53826904296875,559.26708984375
337.67266845703125,559.227294921875
337.8086853027344,559.1871337890625
337.9462890625,559.1461181640625
338.0853576660156,559.1043090820312
338.2258605957031,559.0617065429688
338.36773681640625,559.017578125
338.51104736328125,558.9720458984375
338.65576171875,558.9251098632812
338.8018798828125,558.8766479492188
338.9493713378906,558.82666015625
339.0981750488281,558.7750854492188
339.2482604980469,558.7217407226562
339.3995666503906,558.66650390625
339.55206298828125,558.609375
339.7056579589844,558.5502319335938
339.8606872558594,558.4889526367188
340.016845703125,558.4255981445312
340.1741943359375,558.3599853515625
340.33251953125,558.2923583984375
340.4935607910156,558.2208251953125
340.65399169921875,558.1499633789062
340.81573486328125,558.0762939453125
340.97857666015625,558.0015869140625
341.1424255371094,557.92431640625
341.30731201171875,557.8450927734375
341.4727783203125,557.762939453125
341.63690185546875,557.677734375
341.80194091796875,557.5879516601562
341.968017578125,557.495361328125
342.1350402832031,557.400390625
342.3030700683594,557.3031005859375
342.4721984863281,557.2034912109375
342.6424255371094,557.1016235351562
342.8138122558594,556.99755859375
342.9864196777344,556.891357421875
343.160400390625,556.78271484375
343.3356018066406,556.67236328125
343.51177978515625,556.560302734375
343.688232421875,556.4470825195312
343.865966796875,556.3330688476562
344.0441589355469,556.2162475585938
344.22186279296875,556.0961303710938
344.3996887207031,555.9734497070312
344.57806396484375,555.8488159179688
344.757080078125,555.722412109375
344.936767578125,555.5950317382812
345.11749267578125,555.4679565429688
345.299072265625,555.3411254882812
345.481689453125,555.21435546875
345.6656188964844,555.0875854492188
345.8507385253906,554.9608154296875
